time,vehid,x,y,z,speed
13.00,veh18,-13207.50,0.00,0.50,22.50
13.00,veh19,-13954.25,3.50,0.50,22.75
13.00,veh20,-14701.00,0.00,0.50,23.00
13.00,veh21,-15447.75,3.50,0.50,23.25
13.00,veh22,-16194.50,0.00,0.50,23.50
13.00,veh23,-16941.25,3.50,0.50,23.75
13.00,veh24,-17688.00,0.00,0.50,24.00
13.00,veh25,-18434.75,3.50,0.50,24.25
13.00,veh26,-19181.50,0.00,0.50,24.50
13.00,veh27,-19928.25,3.50,0.50,24.75
13.00,veh28,-20675.00,0.00,0.50,25.00
13.00,veh29,-21421.75,3.50,0.50,25.25
13.00,veh30,-22168.50,0.00,0.50,25.50
13.00,veh31,-22915.25,3.50,0.50,25.75
13.00,veh32,-23662.00,0.00,0.50,26.00
13.00,veh33,-24408.75,3.50,0.50,26.25
13.00,veh34,-25155.50,0.00,0.50,26.50
13.00,veh35,-25902.25,3.50,0.50,26.75
13.00,veh36,-26649.00,0.00,0.50,27.00
13.00,veh37,-27395.75,3.50,0.50,27.25
13.00,veh38,-28142.50,0.00,0.50,27.50
13.00,veh39,-28889.25,3.50,0.50,27.75
14.00,veh0,252.00,0.00,0.50,18.00
14.00,veh1,-494.50,3.50,0.50,18.25
14.00,veh2,-1241.00,0.00,0.50,18.50
14.00,veh3,-1987.50,3.50,0.50,18.75
14.00,veh4,-2734.00,0.00,0.50,19.00
14.00,veh5,-3480.50,3.50,0.50,19.25
14.00,veh6,-4227.00,0.00,0.50,19.50
14.00,veh7,-4973.50,3.50,0.50,19.75
14.00,veh8,-5720.00,0.00,0.50,20.00
14.00,veh9,-6466.50,3.50,0.50,20.25
14.00,veh10,-7213.00,0.00,0.50,20.50
14.00,veh11,-7959.50,3.50,0.50,20.75
14.00,veh12,-8706.00,0.00,0.50,21.00
14.00,veh13,-9452.50,3.50,0.50,21.25
14.00,veh14,-10199.00,0.00,0.50,21.50
14.00,veh15,-10945.50,3.50,0.50,21.75
14.00,veh16,-11692.00,0.00,0.50,22.00
14.00,veh17,-12438.50,3.50,0.50,22.25
14.00,veh18,-13185.00,0.00,0.50,22.50
14.00,veh19,-13931.50,3.50,0.50,22.75
14.00,veh20,-14678.00,0.00,0.50,23.00
14.00,veh21,-15424.50,3.50,0.50,23.25
14.00,veh22,-16171.00,0.00,0.50,23.50
14.00,veh23,-16917.50,3.50,0.50,23.75
14.00,veh24,-17664.00,0.00,0.50,24.00
14.00,veh25,-18410.50,3.50,0.50,24.25
14.00,veh26,-19157.00,0.00,0.50,24.50
14.00,veh27,-19903.50,3.50,0.50,24.75
14.00,veh28,-20650.00,0.00,0.50,25.00
14.00,veh29,-21396.50,3.50,0.50,25.25
14.00,veh30,-22143.00,0.00,0.50,25.50
14.00,veh31,-22889.50,3.50,0.50,25.75
14.00,veh32,-23636.00,0.00,0.50,26.00
14.00,veh33,-24382.50,3.50,0.50,26.25
14.00,veh34,-25129.00,0.00,0.50,26.50
14.00,veh35,-25875.50,3.50,0.50,26.75
14.00,veh36,-26622.00,0.00,0.50,27.00
14.00,veh37,-27368.50,3.50,0.50,27.25
14.00,veh38,-28115.00,0.00,0.50,27.50
14.00,veh39,-28861.50,3.50,0.50,27.75
15.00,veh0,270.00,0.00,0.50,18.00
15.00,veh1,-476.25,3.50,0.50,18.25
15.00,veh2,-1222.50,0.00,0.50,18.50
15.00,veh3,-1968.75,3.50,0.50,18.75
15.00,veh4,-2715.00,0.00,0.50,19.00
15.00,veh5,-3461.25,3.50,0.50,19.25
15.00,veh6,-4207.50,0.00,0.50,19.50
15.00,veh7,-4953.75,3.50,0.50,19.75
15.00,veh8,-5700.00,0.00,0.50,20.00
15.00,veh9,-6446.25,3.50,0.50,20.25
15.00,veh10,-7192.50,0.00,0.50,20.50
15.00,veh11,-7938.75,3.50,0.50,20.75
15.00,veh12,-8685.00,0.00,0.50,21.00
15.00,veh13,-9431.25,3.50,0.50,21.25
15.00,veh14,-10177.50,0.00,0.50,21.50
15.00,veh15,-10923.75,3.50,0.50,21.75
15.00,veh16,-11670.00,0.00,0.50,22.00
15.00,veh17,-12416.25,3.50,0.50,22.25
15.00,veh18,-13162.50,0.00,0.50,22.50
15.00,veh19,-13908.75,3.50,0.50,22.75
15.00,veh20,-14655.00,0.00,0.50,23.00
15.00,veh21,-15401.25,3.50,0.50,23.25
15.00,veh22,-16147.50,0.00,0.50,23.50
15.00,veh23,-16893.75,3.50,0.50,23.75
15.00,veh24,-17640.00,0.00,0.50,24.00
15.00,veh25,-18386.25,3.50,0.50,24.25
15.00,veh26,-19132.50,0.00,0.50,24.50
15.00,veh27,-19878.75,3.50,0.50,24.75
15.00,veh28,-20625.00,0.00,0.50,25.00
15.00,veh29,-21371.25,3.50,0.50,25.25
15.00,veh30,-22117.50,0.00,0.50,25.50
15.00,veh31,-22863.75,3.50,0.50,25.75
15.00,veh32,-23610.00,0.00,0.50,26.00
15.00,veh33,-24356.25,3.50,0.50,26.25
15.00,veh34,-25102.50,0.00,0.50,26.50
15.00,veh35,-25848.75,3.50,0.50,26.75
15.00,veh36,-26595.00,0.00,0.50,27.00
15.00,veh37,-27341.25,3.50,0.50,27.25
15.00,veh38,-28087.50,0.00,0.50,27.50
15.00,veh39,-28833.75,3.50,0.50,27.75
16.00,veh0,288.00,0.00,0.50,18.00
16.00,veh1,-458.00,3.50,0.50,18.25
16.00,veh2,-1204.00,0.00,0.50,18.50
16.00,veh3,-1950.00,3.50,0.50,18.75
16.00,veh4,-2696.00,0.00,0.50,19.00
16.00,veh5,-3442.00,3.50,0.50,19.25
16.00,veh6,-4188.00,0.00,0.50,19.50
16.00,veh7,-4934.00,3.50,0.50,19.75
16.00,veh8,-5680.00,0.00,0.50,20.00
16.00,veh9,-6426.00,3.50,0.50,20.25
16.00,veh10,-7172.00,0.00,0.50,20.50
16.00,veh11,-7918.00,3.50,0.50,20.75
16.00,veh12,-8664.00,0.00,0.50,21.00
16.00,veh13,-9410.00,3.50,0.50,21.25
16.00,veh14,-10156.00,0.00,0.50,21.50
16.00,veh15,-10902.00,3.50,0.50,21.75
16.00,veh16,-11648.00,0.00,0.50,22.00
16.00,veh17,-12394.00,3.50,0.50,22.25
16.00,veh18,-13140.00,0.00,0.50,22.50
16.00,veh19,-13886.00,3.50,0.50,22.75
16.00,veh20,-14632.00,0.00,0.50,23.00
16.00,veh21,-15378.00,3.50,0.50,23.25
16.00,veh22,-16124.00,0.00,0.50,23.50
16.00,veh23,-16870.00,3.50,0.50,23.75
16.00,veh24,-17616.00,0.00,0.50,24.00
16.00,veh25,-18362.00,3.50,0.50,24.25
16.00,veh26,-19108.00,0.00,0.50,24.50
16.00,veh27,-19854.00,3.50,0.50,24.75
16.00,veh28,-20600.00,0.00,0.50,25.00
16.00,veh29,-21346.00,3.50,0.50,25.25
16.00,veh30,-22092.00,0.00,0.50,25.50
16.00,veh31,-22838.00,3.50,0.50,25.75
16.00,veh32,-23584.00,0.00,0.50,26.00
16.00,veh33,-24330.00,3.50,0.50,26.25
16.00,veh34,-25076.00,0.00,0.50,26.50
16.00,veh35,-25822.00,3.50,0.50,26.75
16.00,veh36,-26568.00,0.00,0.50,27.00
16.00,veh37,-27314.00,3.50,0.50,27.25
16.00,veh38,-28060.00,0.00,0.50,27.50
16.00,veh39,-28806.00,3.50,0.50,27.75
17.00,veh0,306.00,0.00,0.50,18.00
17.00,veh1,-439.75,3.50,0.50,18.25
17.00,veh2,-1185.50,0.00,0.50,18.50
17.00,veh3,-1931.25,3.50,0.50,18.75
17.00,veh4,-2677.00,0.00,0.50,19.00
17.00,veh5,-3422.75,3.50,0.50,19.25
17.00,veh6,-4168.50,0.00,0.50,19.50
17.00,veh7,-4914.25,3.50,0.50,19.75
17.00,veh8,-5660.00,0.00,0.50,20.00
17.00,veh9,-6405.75,3.50,0.50,20.25
17.00,veh10,-7151.50,0.00,0.50,20.50
17.00,veh11,-7897.25,3.50,0.50,20.75
17.00,veh12,-8643.00,0.00,0.50,21.00
17.00,veh13,-9388.75,3.50,0.50,21.25
17.00,veh14,-10134.50,0.00,0.50,21.50
17.00,veh15,-10880.25,3.50,0.50,21.75
17.00,veh16,-11626.00,0.00,0.50,22.00
17.00,veh17,-12371.75,3.50,0.50,22.25
17.00,veh18,-13117.50,0.00,0.50,22.50
17.00,veh19,-13863.25,3.50,0.50,22.75
17.00,veh20,-14609.00,0.00,0.50,23.00
17.00,veh21,-15354.75,3.50,0.50,23.25
17.00,veh22,-16100.50,0.00,0.50,23.50
17.00,veh23,-16846.25,3.50,0.50,23.75
17.00,veh24,-17592.00,0.00,0.50,24.00
17.00,veh25,-18337.75,3.50,0.50,24.25
17.00,veh26,-19083.50,0.00,0.50,24.50
17.00,veh27,-19829.25,3.50,0.50,24.75
17.00,veh28,-20575.00,0.00,0.50,25.00
17.00,veh29,-21320.75,3.50,0.50,25.25
17.00,veh30,-22066.50,0.00,0.50,25.50
17.00,veh31,-22812.25,3.50,0.50,25.75
17.00,veh32,-23558.00,0.00,0.50,26.00
17.00,veh33,-24303.75,3.50,0.50,26.25
17.00,veh34,-25049.50,0.00,0.50,26.50
17.00,veh35,-25795.25,3.50,0.50,26.75
17.00,veh36,-26541.00,0.00,0.50,27.00
17.00,veh37,-27286.75,3.50,0.50,27.25
17.00,veh38,-28032.50,0.00,0.50,27.50
17.00,veh39,-28778.25,3.50,0.50,27.75
18.00,veh0,324.00,0.00,0.50,18.00
18.00,veh1,-421.50,3.50,0.50,18.25
18.00,veh2,-1167.00,0.00,0.50,18.50
18.00,veh3,-1912.50,3.50,0.50,18.75
18.00,veh4,-2658.00,0.00,0.50,19.00
18.00,veh5,-3403.50,3.50,0.50,19.25
18.00,veh6,-4149.00,0.00,0.50,19.50
18.00,veh7,-4894.50,3.50,0.50,19.75
18.00,veh8,-5640.00,0.00,0.50,20.00
18.00,veh9,-6385.50,3.50,0.50,20.25
18.00,veh10,-7131.00,0.00,0.50,20.50
18.00,veh11,-7876.50,3.50,0.50,20.75
18.00,veh12,-8622.00,0.00,0.50,21.00
18.00,veh13,-9367.50,3.50,0.50,21.25
18.00,veh14,-10113.00,0.00,0.50,21.50
18.00,veh15,-10858.50,3.50,0.50,21.75
18.00,veh16,-11604.00,0.00,0.50,22.00
18.00,veh17,-12349.50,3.50,0.50,22.25
18.00,veh18,-13095.00,0.00,0.50,22.50
18.00,veh19,-13840.50,3.50,0.50,22.75
18.00,veh20,-14586.00,0.00,0.50,23.00
18.00,veh21,-15331.50,3.50,0.50,23.25
18.00,veh22,-16077.00,0.00,0.50,23.50
18.00,veh23,-16822.50,3.50,0.50,23.75
18.00,veh24,-17568.00,0.00,0.50,24.00
18.00,veh25,-18313.50,3.50,0.50,24.25
18.00,veh26,-19059.00,0.00,0.50,24.50
18.00,veh27,-19804.50,3.50,0.50,24.75
18.00,veh28,-20550.00,0.00,0.50,25.00
18.00,veh29,-21295.50,3.50,0.50,25.25
18.00,veh30,-22041.00,0.00,0.50,25.50
18.00,veh31,-22786.50,3.50,0.50,25.75
18.00,veh32,-23532.00,0.00,0.50,26.00
18.00,veh33,-24277.50,3.50,0.50,26.25
18.00,veh34,-25023.00,0.00,0.50,26.50
18.00,veh35,-25768.50,3.50,0.50,26.75
18.00,veh36,-26514.00,0.00,0.50,27.00
18.00,veh37,-27259.50,3.50,0.50,27.25
18.00,veh38,-28005.00,0.00,0.50,27.50
18.00,veh39,-28750.50,3.50,0.50,27.75
19.00,veh0,342.00,0.00,0.50,18.00
19.00,veh1,-403.25,3.50,0.50,18.25
19.00,veh2,-1148.50,0.00,0.50,18.50
19.00,veh3,-1893.75,3.50,0.50,18.75
19.00,veh4,-2639.00,0.00,0.50,19.00
19.00,veh5,-3384.25,3.50,0.50,19.25
19.00,veh6,-4129.50,0.00,0.50,19.50
19.00,veh7,-4874.75,3.50,0.50,19.75
19.00,veh8,-5620.00,0.00,0.50,20.00
19.00,veh9,-6365.25,3.50,0.50,20.25
19.00,veh10,-7110.50,0.00,0.50,20.50
19.00,veh11,-7855.75,3.50,0.50,20.75
19.00,veh12,-8601.00,0.00,0.50,21.00
19.00,veh13,-9346.25,3.50,0.50,21.25
19.00,veh14,-10091.50,0.00,0.50,21.50
19.00,veh15,-10836.75,3.50,0.50,21.75
19.00,veh16,-11582.00,0.00,0.50,22.00
19.00,veh17,-12327.25,3.50,0.50,22.25
19.00,veh18,-13072.50,0.00,0.50,22.50
19.00,veh19,-13817.75,3.50,0.50,22.75
19.00,veh20,-14563.00,0.00,0.50,23.00
19.00,veh21,-15308.25,3.50,0.50,23.25
19.00,veh22,-16053.50,0.00,0.50,23.50
19.00,veh23,-16798.75,3.50,0.50,23.75
19.00,veh24,-17544.00,0.00,0.50,24.00
19.00,veh25,-18289.25,3.50,0.50,24.25
19.00,veh26,-19034.50,0.00,0.50,24.50
19.00,veh27,-19779.75,3.50,0.50,24.75
19.00,veh28,-20525.00,0.00,0.50,25.00
19.00,veh29,-21270.25,3.50,0.50,25.25
19.00,veh30,-22015.50,0.00,0.50,25.50
19.00,veh31,-22760.75,3.50,0.50,25.75
19.00,veh32,-23506.00,0.00,0.50,26.00
19.00,veh33,-24251.25,3.50,0.50,26.25
19.00,veh34,-24996.50,0.00,0.50,26.50
19.00,veh35,-25741.75,3.50,0.50,26.75
19.00,veh36,-26487.00,0.00,0.50,27.00
19.00,veh37,-27232.25,3.50,0.50,27.25
19.00,veh38,-27977.50,0.00,0.50,27.50
19.00,veh39,-28722.75,3.50,0.50,27.75
20.00,veh0,360.00,0.00,0.50,18.00
20.00,veh1,-385.00,3.50,0.50,18.25
20.00,veh2,-1130.00,0.00,0.50,18.50
20.00,veh3,-1875.00,3.50,0.50,18.75
20.00,veh4,-2620.00,0.00,0.50,19.00
20.00,veh5,-3365.00,3.50,0.50,19.25
20.00,veh6,-4110.00,0.00,0.50,19.50
20.00,veh7,-4855.00,3.50,0.50,19.75
20.00,veh8,-5600.00,0.00,0.50,20.00
20.00,veh9,-6345.00,3.50,0.50,20.25
20.00,veh10,-7090.00,0.00,0.50,20.50
20.00,veh11,-7835.00,3.50,0.50,20.75
20.00,veh12,-8580.00,0.00,0.50,21.00
20.00,veh13,-9325.00,3.50,0.50,21.25
20.00,veh14,-10070.00,0.00,0.50,21.50
20.00,veh15,-10815.00,3.50,0.50,21.75
20.00,veh16,-11560.00,0.00,0.50,22.00
20.00,veh17,-12305.00,3.50,0.50,22.25
20.00,veh18,-13050.00,0.00,0.50,22.50
20.00,veh19,-13795.00,3.50,0.50,22.75
20.00,veh20,-14540.00,0.00,0.50,23.00
20.00,veh21,-15285.00,3.50,0.50,23.25
20.00,veh22,-16030.00,0.00,0.50,23.50
20.00,veh23,-16775.00,3.50,0.50,23.75
20.00,veh24,-17520.00,0.00,0.50,24.00
20.00,veh25,-18265.00,3.50,0.50,24.25
20.00,veh26,-19010.00,0.00,0.50,24.50
20.00,veh27,-19755.00,3.50,0.50,24.75
20.00,veh28,-20500.00,0.00,0.50,25.00
20.00,veh29,-21245.00,3.50,0.50,25.25
20.00,veh30,-21990.00,0.00,0.50,25.50
20.00,veh31,-22735.00,3.50,0.50,25.75
20.00,veh32,-23480.00,0.00,0.50,26.00
20.00,veh33,-24225.00,3.50,0.50,26.25
20.00,veh34,-24970.00,0.00,0.50,26.50
20.00,veh35,-25715.00,3.50,0.50,26.75
20.00,veh36,-26460.00,0.00,0.50,27.00
20.00,veh37,-27205.00,3.50,0.50,27.25
20.00,veh38,-27950.00,0.00,0.50,27.50
20.00,veh39,-28695.00,3.50,0.50,27.75
21.00,veh0,378.00,0.00,0.50,18.00
21.00,veh1,-366.75,3.50,0.50,18.25
21.00,veh2,-1111.50,0.00,0.50,18.50
21.00,veh3,-1856.25,3.50,0.50,18.75
21.00,veh4,-2601.00,0.00,0.50,19.00
21.00,veh5,-3345.75,3.50,0.50,19.25
21.00,veh6,-4090.50,0.00,0.50,19.50
21.00,veh7,-4835.25,3.50,0.50,19.75
21.00,veh8,-5580.00,0.00,0.50,20.00
21.00,veh9,-6324.75,3.50,0.50,20.25
21.00,veh10,-7069.50,0.00,0.50,20.50
21.00,veh11,-7814.25,3.50,0.50,20.75
21.00,veh12,-8559.00,0.00,0.50,21.00
21.00,veh13,-9303.75,3.50,0.50,21.25
21.00,veh14,-10048.50,0.00,0.50,21.50
21.00,veh15,-10793.25,3.50,0.50,21.75
21.00,veh16,-11538.00,0.00,0.50,22.00
21.00,veh17,-12282.75,3.50,0.50,22.25
21.00,veh18,-13027.50,0.00,0.50,22.50
21.00,veh19,-13772.25,3.50,0.50,22.75
21.00,veh20,-14517.00,0.00,0.50,23.00
21.00,veh21,-15261.75,3.50,0.50,23.25
21.00,veh22,-16006.50,0.00,0.50,23.50
21.00,veh23,-16751.25,3.50,0.50,23.75
21.00,veh24,-17496.00,0.00,0.50,24.00
21.00,veh25,-18240.75,3.50,0.50,24.25
21.00,veh26,-18985.50,0.00,0.50,24.50
21.00,veh27,-19730.25,3.50,0.50,24.75
21.00,veh28,-20475.00,0.00,0.50,25.00
21.00,veh29,-21219.75,3.50,0.50,25.25
21.00,veh30,-21964.50,0.00,0.50,25.50
21.00,veh31,-22709.25,3.50,0.50,25.75
21.00,veh32,-23454.00,0.00,0.50,26.00
21.00,veh33,-24198.75,3.50,0.50,26.25
21.00,veh34,-24943.50,0.00,0.50,26.50
21.00,veh35,-25688.25,3.50,0.50,26.75
21.00,veh36,-26433.00,0.00,0.50,27.00
21.00,veh37,-27177.75,3.50,0.50,27.25
21.00,veh38,-27922.50,0.00,0.50,27.50
21.00,veh39,-28667.25,3.50,0.50,27.75
22.00,veh0,396.00,0.00,0.50,18.00
22.00,veh1,-348.50,3.50,0.50,18.25
22.00,veh2,-1093.00,0.00,0.50,18.50
22.00,veh3,-1837.50,3.50,0.50,18.75
22.00,veh4,-2582.00,0.00,0.50,19.00
22.00,veh5,-3326.50,3.50,0.50,19.25
22.00,veh6,-4071.00,0.00,0.50,19.50
22.00,veh7,-4815.50,3.50,0.50,19.75
22.00,veh8,-5560.00,0.00,0.50,20.00
22.00,veh9,-6304.50,3.50,0.50,20.25
22.00,veh10,-7049.00,0.00,0.50,20.50
22.00,veh11,-7793.50,3.50,0.50,20.75
22.00,veh12,-8538.00,0.00,0.50,21.00
22.00,veh13,-9282.50,3.50,0.50,21.25
22.00,veh14,-10027.00,0.00,0.50,21.50
22.00,veh15,-10771.50,3.50,0.50,21.75
22.00,veh16,-11516.00,0.00,0.50,22.00
22.00,veh17,-12260.50,3.50,0.50,22.25
22.00,veh18,-13005.00,0.00,0.50,22.50
22.00,veh19,-13749.50,3.50,0.50,22.75
22.00,veh20,-14494.00,0.00,0.50,23.00
22.00,veh21,-15238.50,3.50,0.50,23.25
22.00,veh22,-15983.00,0.00,0.50,23.50
22.00,veh23,-16727.50,3.50,0.50,23.75
22.00,veh24,-17472.00,0.00,0.50,24.00
22.00,veh25,-18216.50,3.50,0.50,24.25
22.00,veh26,-18961.00,0.00,0.50,24.50
22.00,veh27,-19705.50,3.50,0.50,24.75
22.00,veh28,-20450.00,0.00,0.50,25.00
22.00,veh29,-21194.50,3.50,0.50,25.25
22.00,veh30,-21939.00,0.00,0.50,25.50
22.00,veh31,-22683.50,3.50,0.50,25.75
22.00,veh32,-23428.00,0.00,0.50,26.00
22.00,veh33,-24172.50,3.50,0.50,26.25
22.00,veh34,-24917.00,0.00,0.50,26.50
22.00,veh35,-25661.50,3.50,0.50,26.75
22.00,veh36,-26406.00,0.00,0.50,27.00
22.00,veh37,-27150.50,3.50,0.50,27.25
22.00,veh38,-27895.00,0.00,0.50,27.50
22.00,veh39,-28639.50,3.50,0.50,27.75
23.00,veh0,414.00,0.00,0.50,18.00
23.00,veh1,-330.25,3.50,0.50,18.25
23.00,veh2,-1074.50,0.00,0.50,18.50
23.00,veh3,-1818.75,3.50,0.50,18.75
23.00,veh4,-2563.00,0.00,0.50,19.00
23.00,veh5,-3307.25,3.50,0.50,19.25
23.00,veh6,-4051.50,0.00,0.50,19.50
23.00,veh7,-4795.75,3.50,0.50,19.75
23.00,veh8,-5540.00,0.00,0.50,20.00
23.00,veh9,-6284.25,3.50,0.50,20.25
23.00,veh10,-7028.50,0.00,0.50,20.50
23.00,veh11,-7772.75,3.50,0.50,20.75
23.00,veh12,-8517.00,0.00,0.50,21.00
23.00,veh13,-9261.25,3.50,0.50,21.25
23.00,veh14,-10005.50,0.00,0.50,21.50
23.00,veh15,-10749.75,3.50,0.50,21.75
23.00,veh16,-11494.00,0.00,0.50,22.00
23.00,veh17,-12238.25,3.50,0.50,22.25
23.00,veh18,-12982.50,0.00,0.50,22.50
23.00,veh19,-13726.75,3.50,0.50,22.75
23.00,veh20,-14471.00,0.00,0.50,23.00
23.00,veh21,-15215.25,3.50,0.50,23.25
23.00,veh22,-15959.50,0.00,0.50,23.50
23.00,veh23,-16703.75,3.50,0.50,23.75
23.00,veh24,-17448.00,0.00,0.50,24.00
23.00,veh25,-18192.25,3.50,0.50,24.25
23.00,veh26,-18936.50,0.00,0.50,24.50
23.00,veh27,-19680.75,3.50,0.50,24.75
23.00,veh28,-20425.00,0.00,0.50,25.00
23.00,veh29,-21169.25,3.50,0.50,25.25
23.00,veh30,-21913.50,0.00,0.50,25.50
23.00,veh31,-22657.75,3.50,0.50,25.75
23.00,veh32,-23402.00,0.00,0.50,26.00
23.00,veh33,-24146.25,3.50,0.50,26.25
23.00,veh34,-24890.50,0.00,0.50,26.50
23.00,veh35,-25634.75,3.50,0.50,26.75
23.00,veh36,-26379.00,0.00,0.50,27.00
23.00,veh37,-27123.25,3.50,0.50,27.25
23.00,veh38,-27867.50,0.00,0.50,27.50
23.00,veh39,-28611.75,3.50,0.50,27.75
24.00,veh0,432.00,0.00,0.50,18.00
24.00,veh1,-312.00,3.50,0.50,18.25
24.00,veh2,-1056.00,0.00,0.50,18.50
24.00,veh3,-1800.00,3.50,0.50,18.75
24.00,veh4,-2544.00,0.00,0.50,19.00
24.00,veh5,-3288.00,3.50,0.50,19.25
24.00,veh6,-4032.00,0.00,0.50,19.50
24.00,veh7,-4776.00,3.50,0.50,19.75
24.00,veh8,-5520.00,0.00,0.50,20.00
24.00,veh9,-6264.00,3.50,0.50,20.25
24.00,veh10,-7008.00,0.00,0.50,20.50
24.00,veh11,-7752.00,3.50,0.50,20.75
24.00,veh12,-8496.00,0.00,0.50,21.00
24.00,veh13,-9240.00,3.50,0.50,21.25
24.00,veh14,-9984.00,0.00,0.50,21.50
24.00,veh15,-10728.00,3.50,0.50,21.75
24.00,veh16,-11472.00,0.00,0.50,22.00
24.00,veh17,-12216.00,3.50,0.50,22.25
24.00,veh18,-12960.00,0.00,0.50,22.50
24.00,veh19,-13704.00,3.50,0.50,22.75
24.00,veh20,-14448.00,0.00,0.50,23.00
24.00,veh21,-15192.00,3.50,0.50,23.25
24.00,veh22,-15936.00,0.00,0.50,23.50
24.00,veh23,-16680.00,3.50,0.50,23.75
24.00,veh24,-17424.00,0.00,0.50,24.00
24.00,veh25,-18168.00,3.50,0.50,24.25
24.00,veh26,-18912.00,0.00,0.50,24.50
24.00,veh27,-19656.00,3.50,0.50,24.75
24.00,veh28,-20400.00,0.00,0.50,25.00
24.00,veh29,-21144.00,3.50,0.50,25.25
24.00,veh30,-21888.00,0.00,0.50,25.50
24.00,veh31,-22632.00,3.50,0.50,25.75
24.00,veh32,-23376.00,0.00,0.50,26.00
24.00,veh33,-24120.00,3.50,0.50,26.25
24.00,veh34,-24864.00,0.00,0.50,26.50
24.00,veh35,-25608.00,3.50,0.50,26.75
24.00,veh36,-26352.00,0.00,0.50,27.00
24.00,veh37,-27096.00,3.50,0.50,27.25
24.00,veh38,-27840.00,0.00,0.50,27.50
24.00,veh39,-28584.00,3.50,0.50,27.75
25.00,veh0,450.00,0.00,0.50,18.00
25.00,veh1,-293.75,3.50,0.50,18.25
25.00,veh2,-1037.50,0.00,0.50,18.50
25.00,veh3,-1781.25,3.50,0.50,18.75
25.00,veh4,-2525.00,0.00,0.50,19.00
25.00,veh5,-3268.75,3.50,0.50,19.25
25.00,veh6,-4012.50,0.00,0.50,19.50
25.00,veh7,-4756.25,3.50,0.50,19.75
25.00,veh8,-5500.00,0.00,0.50,20.00
25.00,veh9,-6243.75,3.50,0.50,20.25
25.00,veh10,-6987.50,0.00,0.50,20.50
25.00,veh11,-7731.25,3.50,0.50,20.75
25.00,veh12,-8475.00,0.00,0.50,21.00
25.00,veh13,-9218.75,3.50,0.50,21.25
25.00,veh14,-9962.50,0.00,0.50,21.50
25.00,veh15,-10706.25,3.50,0.50,21.75
25.00,veh16,-11450.00,0.00,0.50,22.00
25.00,veh17,-12193.75,3.50,0.50,22.25
25.00,veh18,-12937.50,0.00,0.50,22.50
25.00,veh19,-13681.25,3.50,0.50,22.75
25.00,veh20,-14425.00,0.00,0.50,23.00
25.00,veh21,-15168.75,3.50,0.50,23.25
25.00,veh22,-15912.50,0.00,0.50,23.50
25.00,veh23,-16656.25,3.50,0.50,23.75
25.00,veh24,-17400.00,0.00,0.50,24.00
25.00,veh25,-18143.75,3.50,0.50,24.25
25.00,veh26,-18887.50,0.00,0.50,24.50
25.00,veh27,-19631.25,3.50,0.50,24.75
25.00,veh28,-20375.00,0.00,0.50,25.00
25.00,veh29,-21118.75,3.50,0.50,25.25
25.00,veh30,-21862.50,0.00,0.50,25.50
25.00,veh31,-22606.25,3.50,0.50,25.75
25.00,veh32,-23350.00,0.00,0.50,26.00
25.00,veh33,-24093.75,3.50,0.50,26.25
25.00,veh34,-24837.50,0.00,0.50,26.50
25.00,veh35,-25581.25,3.50,0.50,26.75
25.00,veh36,-26325.00,0.00,0.50,27.00
25.00,veh37,-27068.75,3.50,0.50,27.25
25.00,veh38,-27812.50,0.00,0.50,27.50
25.00,veh39,-28556.25,3.50,0.50,27.75
26.00,veh0,468.00,0.00,0.50,18.00
26.00,veh1,-275.50,3.50,0.50,18.25
26.00,veh2,-1019.00,0.00,0.50,18.50
26.00,veh3,-1762.50,3.50,0.50,18.75
26.00,veh4,-2506.00,0.00,0.50,19.00
26.00,veh5,-3249.50,3.50,0.50,19.25
26.00,veh6,-3993.00,0.00,0.50,19.50
26.00,veh7,-4736.50,3.50,0.50,19.75
26.00,veh8,-5480.00,0.00,0.50,20.00
26.00,veh9,-6223.50,3.50,0.50,20.25
26.00,veh10,-6967.00,0.00,0.50,20.50
26.00,veh11,-7710.50,3.50,0.50,20.75
26.00,veh12,-8454.00,0.00,0.50,21.00
26.00,veh13,-9197.50,3.50,0.50,21.25
26.00,veh14,-9941.00,0.00,0.50,21.50
26.00,veh15,-10684.50,3.50,0.50,21.75
26.00,veh16,-11428.00,0.00,0.50,22.00
26.00,veh17,-12171.50,3.50,0.50,22.25
26.00,veh18,-12915.00,0.00,0.50,22.50
26.00,veh19,-13658.50,3.50,0.50,22.75
26.00,veh20,-14402.00,0.00,0.50,23.00
26.00,veh21,-15145.50,3.50,0.50,23.25
26.00,veh22,-15889.00,0.00,0.50,23.50
26.00,veh23,-16632.50,3.50,0.50,23.75
26.00,veh24,-17376.00,0.00,0.50,24.00
26.00,veh25,-18119.50,3.50,0.50,24.25
26.00,veh26,-18863.00,0.00,0.50,24.50
26.00,veh27,-19606.50,3.50,0.50,24.75
26.00,veh28,-20350.00,0.00,0.50,25.00
26.00,veh29,-21093.50,3.50,0.50,25.25
26.00,veh30,-21837.00,0.00,0.50,25.50
26.00,veh31,-22580.50,3.50,0.50,25.75
26.00,veh32,-23324.00,0.00,0.50,26.00
26.00,veh33,-24067.50,3.50,0.50,26.25
26.00,veh34,-24811.00,0.00,0.50,26.50
26.00,veh35,-25554.50,3.50,0.50,26.75
26.00,veh36,-26298.00,0.00,0.50,27.00
